station	valid	       tmpf	dwpf	sknt	mslp	p01m
MLB	8/18/25 1:53	85	77	7	1012.7	0
MLB	8/18/25 2:20	85	77	5	M	0
MLB	8/18/25 2:49	84.2	77	6	M	0
MLB	8/18/25 2:53	85	77	5	1012.8	0
MLB	8/18/25 3:53	84	76	3	1012.7	0
MLB	8/18/25 4:16	83	76	0	M	0
MLB	8/18/25 4:27	83	76	13	M	4.57
MLB	8/18/25 4:34	79	73	12	M	12.19
MLB	8/18/25 4:42	80	74	8	M	19.3
MLB	8/18/25 4:49	78.8	73.4	9	M	20.32
MLB	8/18/25 4:53	79	75	9	1012.7	20.32
MLB	8/18/25 5:02	79	73	8	M	0.25
MLB	8/18/25 5:10	80	73	6	M	0.25
MLB	8/18/25 5:53	79	75	5	1012.5	0.51
MLB	8/18/25 6:53	79	76	3	1011.7	0
MLB	8/18/25 7:53	78	75	4	1011.6	0
MLB	8/18/25 8:53	78	76	3	1011.7	0
MLB	8/18/25 9:53	79	77	3	1011.7	0
MLB	8/18/25 10:53	79	77	3	1012.3	0
MLB	8/18/25 11:14	79	77	0	M	0
MLB	8/18/25 11:40	80	77	3	M	0
MLB	8/18/25 11:53	80	77	0	1012.9	0
MLB	8/18/25 12:53	83	77	3	1013.3	0
MLB	8/18/25 13:53	86	76	0	1013.6	0
MLB	8/18/25 14:44	88	76	4	M	0
MLB	8/18/25 14:53	88	75	5	1013.6	0
MLB	8/18/25 15:53	89	76	7	1013.6	0
MLB	8/18/25 16:53	90	75	9	1013.4	0
MLB	8/18/25 17:34	90	76	11	M	0
MLB	8/18/25 17:53	90	76	10	1013.2	0
MLB	8/18/25 18:02	90	76	11	M	0
MLB	8/18/25 18:17	89	76	11	M	0
MLB	8/18/25 18:53	90	76	11	1013.1	0
MLB	8/18/25 19:53	90	77	12	1012.5	0
MLB	8/18/25 20:53	89	77	13	1012.2	0
MLB	8/18/25 21:53	86	76	9	1012.5	0
MLB	8/18/25 22:53	86	76	9	1012.5	0
MLB	8/18/25 23:53	86	76	12	1011.8	0
MLB	8/19/25 0:53	86	76	8	1013.2	0
MLB	8/19/25 1:53	85	76	5	1013.9	0
MLB	8/19/25 2:06	84	77	9	M	5.08
MLB	8/19/25 2:11	82	76	6	M	8.89
MLB	8/19/25 2:15	82	77	9	M	10.67
MLB	8/19/25 2:19	81	77	7	M	14.22
MLB	8/19/25 2:25	79	76	5	M	14.99
MLB	8/19/25 2:34	79	75	3	M	15.24
MLB	8/19/25 2:44	79	76	0	M	15.24
MLB	8/19/25 2:53	79	76	0	1014	15.24
MLB	8/19/25 3:53	83	77	9	1013.2	0
MLB	8/19/25 4:53	84	77	9	1013	0
MLB	8/19/25 5:53	83	77	5	1012.7	0
MLB	8/19/25 6:53	83	76	3	1012.4	0
MLB	8/19/25 7:53	80	77	0	1011.9	0
MLB	8/19/25 8:53	80	78	5	1011.6	0
MLB	8/19/25 9:23	80	76	5	M	0
MLB	8/19/25 9:53	83	76	6	1012	0
MLB	8/19/25 10:22	82	77	8	M	0.25
MLB	8/19/25 10:35	83	76	9	M	0.25
MLB	8/19/25 10:53	83	76	9	1012.7	0.25
MLB	8/19/25 11:53	84	75	8	1013.3	0
MLB	8/19/25 12:53	85	76	8	1013.6	0
MLB	8/19/25 13:53	87	75	11	1013.7	0
MLB	8/19/25 14:53	88	72	8	1013.5	0
MLB	8/19/25 15:53	89	75	9	1013.4	0
MLB	8/19/25 16:53	90	76	12	1012.9	0
MLB	8/19/25 17:53	90	75	15	1012.9	0
MLB	8/19/25 18:53	90	75	16	1012.6	T
MLB	8/19/25 19:53	89	76	13	1012.2	T
MLB	8/19/25 20:53	89	76	16	1011.9	T
MLB	8/19/25 21:53	86	75	13	1011.8	T
MLB	8/19/25 22:53	86	76	14	1011.6	T
MLB	8/19/25 23:53	83	74	11	1011.7	T
MLB	8/20/25 0:53	83	73	5	1011.7	T
MLB	8/20/25 1:53	83	76	4	1011.9	0
MLB	8/20/25 2:53	82	77	3	1012.1	1.52
MLB	8/20/25 3:53	80	77	4	1011.6	0
MLB	8/20/25 4:53	79	75	3	1010.9	0
MLB	8/20/25 5:53	79	74	5	1010.3	0
MLB	8/20/25 6:53	78	76	6	1010	0
MLB	8/20/25 7:53	78	75	7	1009.5	0
MLB	8/20/25 8:53	78	76	7	1009.6	0
MLB	8/20/25 9:53	78	75	7	1009.4	0
MLB	8/20/25 10:53	78	75	8	1009.8	0
MLB	8/20/25 11:53	79	76	8	1009.9	0
MLB	8/20/25 12:53	82	77	8	1009.9	0
MLB	8/20/25 13:53	86	77	11	1010.2	0
MLB	8/20/25 14:37	87	76	13	M	0
MLB	8/20/25 14:45	87	75	11	M	0
MLB	8/20/25 14:53	87	75	13	1010.3	0
MLB	8/20/25 15:53	90	74	11	1010.2	0
MLB	8/20/25 16:53	90	73	9	1010.1	T
MLB	8/20/25 17:53	91	74	8	1009.9	T
MLB	8/20/25 18:41	87	75	12	M	3.3
MLB	8/20/25 18:48	84.2	75.2	10	M	5.59
MLB	8/20/25 18:53	85	77	7	1009.6	5.59
MLB	8/20/25 19:53	86	74	13	1009.5	T
MLB	8/20/25 20:05	86	73	10	M	0
MLB	8/20/25 20:20	85	72	13	M	0
MLB	8/20/25 20:53	85	75	11	1009.6	0
MLB	8/20/25 21:53	85	75	9	1008.7	0
MLB	8/20/25 22:53	86	74	5	1008.9	0
MLB	8/20/25 23:53	84	72	3	1008.8	0
MLB	8/21/25 0:53	83	75	4	1009.6	0
MLB	8/21/25 1:53	82	74	3	1010	0
MLB	8/21/25 2:53	80	74	4	1010.6	0
MLB	8/21/25 3:53	80	73	0	1010.7	0
MLB	8/21/25 4:53	78	74	4	1010.9	0
MLB	8/21/25 5:53	79	76	4	1011	0
MLB	8/21/25 6:53	78	75	4	1010.7	0
MLB	8/21/25 7:53	77	75	3	1010.3	0
MLB	8/21/25 8:53	77	74	5	1010.1	0
MLB	8/21/25 9:53	77	74	5	1010.4	0
MLB	8/21/25 10:53	77	74	4	1010.9	0
MLB	8/21/25 11:53	79	75	6	1011.6	0
MLB	8/21/25 12:53	83	75	M	1012.1	0
MLB	8/21/25 13:53	86	76	6	1012.5	0
MLB	8/21/25 14:53	88	75	3	1012.7	0
MLB	8/21/25 15:53	90	74	5	1012.7	0
MLB	8/21/25 16:53	92	72	7	1012.1	0
MLB	8/21/25 17:53	92	72	10	1011.7	0
MLB	8/21/25 18:53	93	72	4	1011.3	0
MLB	8/21/25 19:53	90	76	10	1010.5	0
MLB	8/21/25 20:29	91	76	9	M	0
MLB	8/21/25 20:53	87	75	15	1010.6	0
MLB	8/21/25 21:11	78	71	19	M	T
MLB	8/21/25 21:21	75	70	16	M	2.29
MLB	8/21/25 21:30	75	71	15	M	3.05
MLB	8/21/25 21:37	75	72	14	M	3.05
MLB	8/21/25 21:44	76	72	12	M	3.05
MLB	8/21/25 21:53	76	72	12	1012.5	3.3
MLB	8/21/25 22:15	76	73	5	M	0.51
MLB	8/21/25 22:23	76	73	6	M	0.76
MLB	8/21/25 22:53	77	74	7	1012.1	1.52
MLB	8/21/25 23:53	77	75	3	1012.5	0.25
MLB	8/22/25 0:53	77	75	3	1012	0
MLB	8/22/25 1:53	76	74	3	1013.1	0
MLB	8/22/25 2:53	76	74	3	1013.5	0
MLB	8/22/25 3:53	76	73	4	1013.7	0
MLB	8/22/25 4:53	76	72	4	1013.3	0
MLB	8/22/25 5:53	76	72	0	1013.3	0
MLB	8/22/25 6:53	76	73	3	1013.2	0
MLB	8/22/25 7:53	76	73	3	1013	0
MLB	8/22/25 8:53	76	73	0	1012.9	0
MLB	8/22/25 9:53	76	73	0	1013.1	0
MLB	8/22/25 10:53	76	73	4	1013.6	0
MLB	8/22/25 11:53	78	74	4	1014.1	0
MLB	8/22/25 12:53	81	76	5	1014.6	0
MLB	8/22/25 13:53	85	76	5	1014.9	0
MLB	8/22/25 14:53	88	74	5	1014.9	0
MLB	8/22/25 15:53	89	73	5	1014.5	0
MLB	8/22/25 16:42	85	76	11	M	T
MLB	8/22/25 16:53	83	73	11	1014.1	T
MLB	8/22/25 17:32	77	73	12	M	1.78
MLB	8/22/25 17:37	76	73	7	M	4.06
MLB	8/22/25 17:44	77	74	10	M	4.06
MLB	8/22/25 17:46	77	74	9	M	4.06
MLB	8/22/25 17:53	77	74	5	1015.6	4.06
MLB	8/22/25 18:07	76	73	12	M	T
MLB	8/22/25 18:24	76	73	8	M	T
MLB	8/22/25 18:40	75	72	8	M	T
MLB	8/22/25 18:53	75	72	8	1015.6	T
MLB	8/22/25 19:01	75	72	9	M	T
MLB	8/22/25 19:17	75	72	7	M	0.76
MLB	8/22/25 19:32	75	73	6	M	1.52
MLB	8/22/25 19:53	75	73	4	1014.7	2.54
MLB	8/22/25 20:53	76	73	4	1013.7	0.51
MLB	8/22/25 21:53	77	73	0	1013.2	T
MLB	8/22/25 22:53	79	75	6	1013.7	0
MLB	8/22/25 23:53	78	74	3	1013.8	0
MLB	8/23/25 0:53	77	74	3	1014.3	0
MLB	8/23/25 1:53	77	74	4	1014.7	0
MLB	8/23/25 2:53	77	74	7	1015.3	0
MLB	8/23/25 3:53	78	75	6	1015.7	0
MLB	8/23/25 4:53	77	74	5	1015.1	0
MLB	8/23/25 5:53	76	73	6	1014.6	0
MLB	8/23/25 6:53	76	74	5	1013.7	0
MLB	8/23/25 7:53	77	74	6	1013.5	0
MLB	8/23/25 8:53	77	74	7	1013.3	0
MLB	8/23/25 9:53	76	74	5	1013.3	0
MLB	8/23/25 10:53	76	74	3	1013.6	0
MLB	8/23/25 11:53	77	74	5	1014.4	0
MLB	8/23/25 12:53	80	75	8	1014.7	0
MLB	8/23/25 13:53	85	76	8	1014.8	0
MLB	8/23/25 14:53	87	76	8	1014.5	0
MLB	8/23/25 15:41	88	75	9	M	0
MLB	8/23/25 15:53	89	75	8	1014.2	0
MLB	8/23/25 16:15	83	75	11	M	T
MLB	8/23/25 16:48	80.6	75.2	10	M	T
MLB	8/23/25 16:53	82	75	9	1014	T
MLB	8/23/25 17:12	78	73	13	M	2.29
MLB	8/23/25 17:22	76	73	4	M	4.32
MLB	8/23/25 17:27	76	73	0	M	4.57
MLB	8/23/25 17:35	76	73	0	M	4.57
MLB	8/23/25 17:53	76	73	7	1014.8	4.57
MLB	8/23/25 18:23	76	73	8	M	0.25
MLB	8/23/25 18:53	77	74	6	1014.1	0.25
MLB	8/23/25 19:53	77	74	5	1013.3	0.25
MLB	8/23/25 20:53	77	74	7	1012.4	T
MLB	8/23/25 21:53	80	75	10	1012	0
MLB	8/23/25 22:53	80	75	7	1012.2	0
MLB	8/23/25 23:53	80	74	6	1012.2	0
MLB	8/24/25 0:53	79	73	9	1013	0
MLB	8/24/25 1:53	77	72	10	1013.3	0
MLB	8/24/25 2:53	76	73	8	1013.9	0
MLB	8/24/25 3:53	75	73	7	1014.1	0
MLB	8/24/25 4:53	75	73	6	1013.9	0
MLB	8/24/25 5:53	74	72	5	1013.7	0
MLB	8/24/25 6:53	74	72	4	1013.2	0
MLB	8/24/25 7:53	74	72	5	1012.5	0
MLB	8/24/25 8:53	74	72	5	1012.5	0
MLB	8/24/25 9:53	74	72	5	1013.3	0
MLB	8/24/25 10:53	75	73	7	1013.9	0
MLB	8/24/25 11:45	76	74	9	M	0
MLB	8/24/25 11:53	76	74	8	1014.3	0
MLB	8/24/25 12:53	79	76	11	1014.3	0
MLB	8/24/25 13:53	79	76	6	1014.6	0.25
MLB	8/24/25 14:19	81	76	8	M	0
MLB	8/24/25 14:53	79	75	6	1014.6	0
MLB	8/24/25 15:02	79	75	6	M	0
MLB	8/24/25 15:53	82	76	6	1014.4	0
MLB	8/24/25 16:11	82	76	8	M	0
MLB	8/24/25 16:42	81	77	6	M	0.25
MLB	8/24/25 16:53	80	76	18	1014.2	0.25
MLB	8/24/25 17:03	78	75	10	M	0.51
MLB	8/24/25 17:17	78	74	6	M	0.51
MLB	8/24/25 17:25	79	75	8	M	0.51
MLB	8/24/25 17:31	80	76	8	M	0.51
MLB	8/24/25 17:41	79	75	9	M	0.51
MLB	8/24/25 17:53	79	74	8	1014.4	0.51
MLB	8/24/25 18:39	81	75	11	M	0
MLB	8/24/25 18:43	81	75	11	M	0
MLB	8/24/25 18:53	79	75	7	1014.3	T
MLB	8/24/25 19:03	81	76	7	M	T
MLB	8/24/25 19:53	84	76	10	1013.2	T
MLB	8/24/25 20:53	85	75	11	1013.1	0
MLB	8/24/25 21:27	81	74	20	M	2.79
MLB	8/24/25 21:29	80	74	17	M	4.83
MLB	8/24/25 21:39	77	73	9	M	5.84
MLB	8/24/25 21:46	76	72	10	M	6.1
MLB	8/24/25 21:53	76	72	7	1013.5	6.1
MLB	8/24/25 22:08	76	73	8	M	T
MLB	8/24/25 22:53	76	74	6	1013.7	0.76
MLB	8/24/25 23:53	76	74	6	1013.7	0.25
MLB	8/25/25 0:53	76	74	5	1014.7	T
MLB	8/25/25 1:53	76	73	6	1015.1	T
MLB	8/25/25 2:53	75	73	6	1015.5	0
MLB	8/25/25 3:53	75	73	7	1015.6	0
MLB	8/25/25 4:53	76	73	7	1015.5	0
MLB	8/25/25 5:53	76	73	6	1015.4	0
MLB	8/25/25 6:53	76	73	6	1015	0
MLB	8/25/25 7:53	76	74	6	1014.8	0
MLB	8/25/25 8:53	76	74	6	1014.8	0
MLB	8/25/25 9:53	76	74	4	1015.3	0
MLB	8/25/25 10:53	76	74	7	1015.4	0
MLB	8/25/25 11:53	76	74	7	1015.9	0
MLB	8/25/25 12:53	79	75	10	1016.1	0
MLB	8/25/25 13:53	83	75	8	1016.4	0
MLB	8/25/25 14:53	86	75	7	1016.6	0
MLB	8/25/25 15:53	87	74	10	1016.2	0
MLB	8/25/25 16:44	87	74	15	M	T
MLB	8/25/25 16:49	82.4	75.2	9	M	1.78
MLB	8/25/25 16:53	80	74	6	1016.4	2.03
MLB	8/25/25 16:58	80	75	11	M	T
MLB	8/25/25 17:05	79	75	14	M	0.51
MLB	8/25/25 17:12	77	73	9	M	1.78
MLB	8/25/25 17:17	76	73	6	M	1.78
MLB	8/25/25 17:39	78	75	4	M	1.78
MLB	8/25/25 17:53	78	75	3	1016.5	1.78
MLB	8/25/25 18:19	79	75	10	M	0.25
MLB	8/25/25 18:31	78	75	6	M	1.78
MLB	8/25/25 18:49	77	75.2	6	M	2.79
MLB	8/25/25 18:53	77	75	5	1016.5	2.79
MLB	8/25/25 19:26	76	74	9	M	1.52
MLB	8/25/25 19:30	76	73	6	M	2.29
MLB	8/25/25 19:43	76	73	5	M	3.56
MLB	8/25/25 19:53	76	73	3	1015.7	4.32
MLB	8/25/25 20:05	76	74	3	M	1.02
MLB	8/25/25 20:51	77	73.4	5	M	2.54
MLB	8/25/25 20:53	77	74	6	1016.3	2.54
MLB	8/25/25 21:00	77	75	6	M	T
MLB	8/25/25 21:53	77	75	8	1015.7	0.25
MLB	8/25/25 22:53	79	75	5	1015.6	0
MLB	8/25/25 23:53	78	75	6	1015.8	0
MLB	8/26/25 0:53	77	75	5	1015.9	0
MLB	8/26/25 1:53	77	75	5	1017	0
MLB	8/26/25 2:53	76	73	5	1018	0
MLB	8/26/25 3:53	75	73	5	1018.3	0
MLB	8/26/25 4:53	75	73	6	1017.7	0
MLB	8/26/25 5:53	75	72	7	1017.1	0
MLB	8/26/25 6:53	74	72	5	1016.8	0
MLB	8/26/25 7:53	74	72	5	1016.7	0
MLB	8/26/25 8:53	74	72	4	1016.3	0
MLB	8/26/25 9:53	74	72	5	1016.7	0
MLB	8/26/25 10:53	74	73	5	1017.2	0
MLB	8/26/25 11:53	76	74	5	1017.4	0
MLB	8/26/25 12:53	79	74	8	1017.5	0
MLB	8/26/25 13:53	83	75	6	1018.1	0
MLB	8/26/25 14:53	85	76	7	1018.5	0
MLB	8/26/25 15:07	85	75	7	M	0
MLB	8/26/25 15:24	85	75	6	M	0
MLB	8/26/25 15:53	88	75	6	1018.3	0
MLB	8/26/25 16:53	88	74	9	1017.7	0
MLB	8/26/25 17:09	86	73	11	M	0
MLB	8/26/25 17:49	80.6	75.2	11	M	T
MLB	8/26/25 17:53	80	76	11	1017.6	0.51
MLB	8/26/25 18:41	82	76	7	M	0.25
MLB	8/26/25 18:53	82	76	6	1017.6	0.25
MLB	8/26/25 19:26	79	74	8	M	T
MLB	8/26/25 19:42	79	74	8	M	T
MLB	8/26/25 19:50	78.8	73.4	7	M	T
MLB	8/26/25 19:53	79	74	5	1017.6	T
MLB	8/26/25 20:22	79	75	4	M	0.25
MLB	8/26/25 20:37	79	75	7	M	0.25
MLB	8/26/25 20:53	78	75	6	1017.1	0.25
MLB	8/26/25 21:53	78	75	6	1017.7	T
MLB	8/26/25 22:53	77	74	6	1017.3	0.25
MLB	8/26/25 23:53	77	74	6	1017.6	T
MLB	8/27/25 0:53	76	74	3	1018	0
MLB	8/27/25 1:53	76	74	5	1017.9	0
MLB	8/27/25 2:53	76	74	6	1018.3	0
MLB	8/27/25 3:53	76	74	4	1018.3	0
MLB	8/27/25 4:53	76	74	3	1018.4	0
MLB	8/27/25 5:53	76	74	4	1018.1	0
MLB	8/27/25 6:53	76	74	3	1017.6	0
MLB	8/27/25 7:53	75	74	5	1017.3	0
MLB	8/27/25 8:53	75	74	4	1017.1	0
MLB	8/27/25 9:53	75	74	4	1017.1	0
MLB	8/27/25 10:53	75	73	4	1017.8	0
MLB	8/27/25 11:53	76	74	0	1018.5	0
MLB	8/27/25 12:53	78	75	0	1019.1	0
MLB	8/27/25 13:53	80	74	3	1019.5	0
MLB	8/27/25 14:53	85	72	5	1019.6	0
MLB	8/27/25 15:53	87	73	M	1019.3	0
MLB	8/27/25 16:53	88	75	8	1018.8	0
MLB	8/27/25 17:53	87	75	7	1018.3	0
MLB	8/27/25 18:53	88	73	7	1017.5	0
MLB	8/27/25 19:53	88	72	9	1017	0
MLB	8/27/25 20:53	88	73	10	1016.7	0
MLB	8/27/25 21:53	87	76	10	1017	0
MLB	8/27/25 22:53	85	76	6	1017.5	0
MLB	8/27/25 23:53	84	76	6	1017.4	0
MLB	8/28/25 0:53	84	75	3	1017.8	0
MLB	8/28/25 1:53	83	75	4	1018.1	0
MLB	8/28/25 2:53	81	76	3	1018.6	0
MLB	8/28/25 3:53	80	75	0	1018.5	0
MLB	8/28/25 4:53	79	75	0	1018.4	0
MLB	8/28/25 5:53	78	75	4	1018.2	0
MLB	8/28/25 6:53	78	75	0	1017.9	0
MLB	8/28/25 7:53	78	75	0	1017.8	0
MLB	8/28/25 8:53	77	74	0	1017.3	0
MLB	8/28/25 9:53	76	74	3	1017.5	0
MLB	8/28/25 10:53	77	74	0	1017.9	0
MLB	8/28/25 11:53	78	75	3	1018.5	0
MLB	8/28/25 12:53	82	75	0	1018.7	0
MLB	8/28/25 13:53	85	74	0	1018.8	0
MLB	8/28/25 14:42	87	74	5	M	0
MLB	8/28/25 14:51	86	73.4	4	M	0
MLB	8/28/25 14:53	86	74	0	1018.6	0
MLB	8/28/25 15:53	88	76	7	1017.9	0
MLB	8/28/25 16:53	89	76	9	1017.3	0
MLB	8/28/25 17:53	89	75	10	1016.5	0
MLB	8/28/25 18:32	87	76	9	M	0
MLB	8/28/25 18:48	84.2	75.2	10	M	0
MLB	8/28/25 18:53	85	75	10	1015.8	0
MLB	8/28/25 19:23	82	77	12	M	3.56
MLB	8/28/25 19:27	78	73	6	M	8.38
MLB	8/28/25 19:29	77	71	5	M	10.16
MLB	8/28/25 19:36	77	72	10	M	18.29
MLB	8/28/25 19:40	76	73	17	M	26.67
MLB	8/28/25 19:50	75.2	73.4	5	M	28.45
MLB	8/28/25 19:53	76	73	10	1015.9	28.45
MLB	8/28/25 19:55	76	71	14	M	T
MLB	8/28/25 20:24	82	74	8	M	T
MLB	8/28/25 20:39	84	74	9	M	T
MLB	8/28/25 20:53	83	72	7	1015.3	T
MLB	8/28/25 21:53	84	76	6	1015.2	0
MLB	8/28/25 22:53	83	76	5	1015.3	0
MLB	8/28/25 23:53	82	77	4	1015.8	0
MLB	8/29/25 0:53	81	76	4	1015.7	0
MLB	8/29/25 1:11	81	76	4	M	0
MLB	8/29/25 1:35	80	76	8	M	0
MLB	8/29/25 1:53	79	75	12	1016.8	0.51
MLB	8/29/25 2:10	78	75	11	M	0.51
MLB	8/29/25 2:25	77	75	8	M	1.02
MLB	8/29/25 2:36	77	74	4	M	1.27
MLB	8/29/25 2:53	77	75	4	1017.6	1.78
MLB	8/29/25 3:10	78	75	7	M	0.51
MLB	8/29/25 3:13	78	75	12	M	0.51
MLB	8/29/25 3:25	76	73	7	M	0.51
MLB	8/29/25 3:33	76	74	7	M	0.76
MLB	8/29/25 3:53	76	74	7	1016.7	0.76
MLB	8/29/25 4:53	77	73	5	1016.2	2.54
MLB	8/29/25 5:53	78	73	7	1016	T
MLB	8/29/25 6:53	79	74	8	1015.6	0
MLB	8/29/25 7:53	79	74	4	1015.5	0
MLB	8/29/25 8:53	77	74	3	1015.5	0
MLB	8/29/25 9:53	76	74	0	1015.9	0
MLB	8/29/25 10:53	75	74	3	1015.9	0
MLB	8/29/25 11:53	76	75	0	1016.2	0
MLB	8/29/25 12:53	79	76	4	1016.5	0
MLB	8/29/25 13:53	82	75	3	1016.7	0
MLB	8/29/25 14:53	85	76	4	1016.5	0
MLB	8/29/25 15:53	86	74	0	1016.6	0
MLB	8/29/25 16:53	88	71	4	1016.1	0
MLB	8/29/25 17:53	88	76	6	1015.6	0
MLB	8/29/25 18:53	86	76	9	1015.1	0
MLB	8/29/25 19:53	86	76	7	1014.4	0
MLB	8/29/25 20:53	87	75	7	1014.3	0
MLB	8/29/25 21:53	85	75	9	1014.6	0
MLB	8/29/25 22:53	84	75	10	1014.5	0
MLB	8/29/25 23:13	84	75	11	M	0
MLB	8/29/25 23:42	83	76	8	M	0.51
MLB	8/29/25 23:53	83	76	8	1014	0.51
MLB	8/30/25 0:07	82	75	6	M	0
MLB	8/30/25 0:53	83	76	6	1014.7	0
MLB	8/30/25 1:53	82	76	4	1015.4	0
MLB	8/30/25 2:12	80	73	12	M	T
MLB	8/30/25 2:26	78	72	9	M	T
MLB	8/30/25 2:41	78	72	14	M	0.25
MLB	8/30/25 2:53	78	73	15	1015.2	0.25
MLB	8/30/25 3:01	77	73	13	M	T
MLB	8/30/25 3:53	77	73	6	1014.8	T
MLB	8/30/25 4:53	76	74	7	1014.7	0
MLB	8/30/25 5:53	75	72	5	1013.9	0
MLB	8/30/25 6:53	75	73	5	1013.4	0
MLB	8/30/25 7:53	74	71	5	1012.9	0
MLB	8/30/25 8:53	74	72	5	1013	0
MLB	8/30/25 9:53	74	72	4	1013.1	0
MLB	8/30/25 10:53	74	72	5	1013.4	0
MLB	8/30/25 11:53	75	73	3	1013.9	0
MLB	8/30/25 12:53	77	74	5	1014.3	0
MLB	8/30/25 13:53	81	74	6	1013.8	0
MLB	8/30/25 14:53	85	74	8	1014.1	0
MLB	8/30/25 15:53	88	73	7	1013.7	0
MLB	8/30/25 16:53	88	73	7	1013.2	0
MLB	8/30/25 17:53	91	70	9	1012.9	0
MLB	8/30/25 18:53	91	71	7	1012.5	0
MLB	8/30/25 19:53	91	69	7	1011.9	0
MLB	8/30/25 20:53	90	68	8	1011.9	0
MLB	8/30/25 21:45	89	68	7	M	0
MLB	8/30/25 21:53	89	72	6	1012.4	0
MLB	8/30/25 22:04	87	76	5	M	0
MLB	8/30/25 22:19	86	76	8	M	0
MLB	8/30/25 22:45	85	76	9	M	0
MLB	8/30/25 22:53	84	75	7	1012.3	0
MLB	8/30/25 23:53	83	73	5	1012.6	0
